tick,year,civilization_id,civilization_name,personality,threat_score,rival_factor,instability_factor,resource_factor,tech_factor
3,300,52d6d92e6b,Unified Xenoid Council,Scientific,65.53,50.0,8.2,6.0,1.34
3,300,ea27a17ca6,The Meris Federation,Diplomatic,70.8,50.0,11.25,6.65,2.89
3,300,962632e3ac,Zylarex Directorate,Scientific,61.81,50.0,6.37,5.21,0.22
3,300,0bfb7074dd,Scientific Xenite Union,Scientific,63.2,33.68,19.58,8.07,1.88
3,300,626215ebea,Scientific Xenoid Union,Scientific,78.34,50.0,21.5,5.35,1.5
3,300,d8145cd1f0,Aurelite Commonwealth,Explorer,74.47,50.0,19.37,5.1,0.0
3,300,7315025cfd,Unified Aurelari Council,Scientific,71.07,50.0,13.24,7.83,0.0
3,300,d853839dba,Allied Zelite Systems,Scientific,47.79,16.51,19.21,10.76,1.31
3,300,c56a0b9792,Allied Elysiis Systems,Industrialist,65.56,50.0,8.75,6.08,0.73
3,300,2173a01d64,Allied Elysiian Systems,Industrialist,46.61,25.6,15.4,5.61,0.0
3,300,35390a1939,Valari Directorate,Scientific,64.67,41.2,17.2,6.27,0.0
3,300,6d4e0abb77,Scientific Zelan Union,Scientific,59.48,44.67,6.52,6.12,2.16
3,300,3a3695c8e9,Consolidated Galactican Worlds,Scientific,24.03,0.0,17.36,6.68,0.0
3,300,494354518b,Unified Zylarite Council,Scientific,48.29,32.52,10.71,5.06,0.0
3,300,a425d5c923,Allied Thranari Systems,Scientific,83.46,50.0,21.26,8.21,3.99
3,300,9cad00795f,Allied Aethelgardian Systems,Diplomatic,64.58,50.0,4.48,6.06,4.04
3,300,155f4eead5,The Aethelgardan Federation,Scientific,66.3,44.42,15.96,4.7,1.22
3,300,35b25d7eaf,Unified Aethelgardis Council,Scientific,67.78,50.0,12.0,5.5,0.28
3,300,4e674c46b8,Aethelgardan Directorate,Scientific,62.59,50.0,8.44,4.14,0.0
3,300,e4a60e62b6,Unified Zeloid Council,Scientific,77.97,50.0,21.82,5.75,0.4
3,300,24423298c0,Scientific Zylaroid Union,Scientific,72.76,50.0,16.88,5.74,0.14
3,300,95985a8620,Xenan Directorate,Scientific,51.49,33.54,12.0,5.84,0.12
3,300,80be4440e8,Kaelumis Directorate,Scientific,68.3,50.0,10.75,6.36,1.19
3,300,c7a93adf27,The Thranis Federation,Scientific,70.88,50.0,12.5,5.85,2.52
3,300,df2217070a,Allied Thranari Systems,Scientific,73.1,50.0,12.5,6.14,4.47
3,300,c64460376e,Gamma-orionis Directorate,Scientific,75.85,50.0,16.83,8.31,0.71
3,300,53e4b98264,Unified Orionian Council,Scientific,45.99,20.52,17.15,8.32,0.0
3,300,14c594f145,Unified Orionian Council,Scientific,59.47,50.0,4.02,5.13,0.32
3,300,abb26e55dc,Consolidated Orionian Worlds,Scientific,80.11,50.0,24.5,5.55,0.06
3,300,075b3fb3b1,Unified Theta-orionis Council,Scientific,71.66,50.0,13.03,8.63,0.0
3,300,d401178af2,Theta-orionis Commonwealth,Scientific,51.77,33.6,12.5,5.17,0.5
3,300,6dfc531f16,Unified Xenis Council,Scientific,27.75,0.0,22.0,5.76,0.0
3,300,36b91772ac,Unified Orionis Council,Scientific,22.25,0.0,14.43,7.82,0.0
3,300,3c983bfdab,Unified Vesperari Council,Scientific,66.34,50.0,10.18,6.13,0.04
3,300,db90f4ff25,Unified Xenan Council,Scientific,51.98,31.21,16.8,3.97,0.0
3,300,cfec2df928,Consolidated Zylarex Worlds,Industrialist,68.9,50.0,4.58,5.89,8.44
3,300,a189e2924d,The Thranian Federation,Scientific,75.94,50.0,13.04,5.87,7.04
3,300,30e300e760,Scientific Sagittariite Union,Scientific,64.52,50.0,8.25,6.23,0.03
3,300,65ea513ebb,Unified Sagittarian Council,Scientific,44.53,30.97,8.25,5.31,0.0
3,300,6fbfc2a11d,Unified Orionite Council,Scientific,73.84,50.0,18.14,5.7,0.0
3,300,bceea7e00e,Unified Orionan Council,Scientific,64.54,50.0,7.39,5.89,1.26
3,300,9875fc03a4,Orionian Directorate,Scientific,66.36,37.55,20.21,8.54,0.07
3,300,81601b2e5e,Unified Sigma-orionis Council,Scientific,70.3,50.0,13.75,6.32,0.23
3,300,72196fa906,Sigma-orionis Commonwealth,Isolationist,86.77,50.0,25.0,8.36,3.41
3,300,3c4760ddea,Zelis Commonwealth,Scientific,20.98,0.0,11.63,9.34,0.0
3,300,9d578c755a,Scientific Zelian Union,Scientific,17.8,0.0,8.86,8.94,0.0
3,300,23094db297,Allied Solian Systems,Isolationist,11.4,0.0,6.5,4.9,0.0
3,300,642e75a08d,Scientific Thranan Union,Scientific,15.14,0.0,7.23,7.91,0.0
3,300,b619dd5fb5,Scientific Thranan Union,Scientific,68.04,50.0,9.52,7.34,1.18
3,300,e3ba98a843,Unified Valoid Council,Scientific,51.77,30.67,15.03,6.06,0.0
3,300,50f9748c73,Scientific Vesperex Union,Scientific,62.83,50.0,7.09,5.7,0.04
3,300,3e1c9fe27e,Cygnian Directorate,Scientific,65.04,50.0,8.75,5.99,0.3
3,300,cb16d2a5bc,Gamma-cygnis Directorate,Scientific,57.21,24.25,25.0,7.96,0.0
3,300,340e3912e2,Cygnite Directorate,Scientific,80.54,50.0,24.5,5.51,0.53
3,300,6ebb371c3c,The Tau-galacticis Federation,Scientific,17.55,0.0,11.5,6.05,0.0
3,300,1b37c066da,Valis Commonwealth,Scientific,15.62,0.0,10.75,4.87,0.0
3,300,f4a721a47f,Gamma-galacticis Directorate,Scientific,20.54,0.0,12.21,8.33,0.0
3,300,63d8758b53,The Aurelex Federation,Scientific,19.64,0.0,10.68,8.96,0.0
3,300,415811daec,Solian Directorate,Scientific,79.87,50.0,19.03,8.52,2.32
3,300,cb312b9d86,Aurelex Directorate,Scientific,42.69,29.15,9.0,4.54,0.0
3,300,53dc64803e,Scientific Orionian Union,Scientific,73.4,50.0,17.0,6.06,0.34
3,300,5b3c302325,Scientific Bulgian Union,Scientific,7.63,0.0,2.17,5.46,0.0
3,300,947f74a852,Allied Sagittariite Systems,Explorer,66.53,50.0,9.57,6.58,0.38
3,300,7df05aba52,Unified Sagittarian Council,Scientific,30.61,12.45,13.02,5.14,0.0
3,300,e23dc5e375,Republic of Galactician,Diplomatic,16.03,0.0,11.28,4.75,0.0
3,300,77811a2fa9,Gaeian Directorate,Scientific,22.59,0.0,19.5,3.09,0.0
3,300,4a9574c523,Scientific Kaelumite Union,Scientific,74.56,50.0,15.38,8.86,0.32
3,300,e99c95009e,Merex Directorate,Scientific,66.2,50.0,10.43,5.78,0.0
3,300,6957a14d13,Xenian Directorate,Scientific,44.11,14.97,23.27,5.55,0.32
3,300,2a34070c99,Consolidated Persean Worlds,Scientific,70.77,50.0,13.75,6.01,1.01
3,300,4c67325ea2,Unified Persean Council,Scientific,63.4,50.0,7.37,6.04,0.0
3,300,8eadd942b0,Scientific Phi-perseis Union,Scientific,62.14,36.08,18.89,5.62,1.55
3,300,d2f4557294,Perseian Directorate,Scientific,82.79,50.0,24.0,5.97,2.82
3,300,6657429a7c,Unified Ignis-ivis Council,Scientific,19.95,0.0,14.52,5.43,0.0
3,300,5f5ebcf2f5,Solari Directorate,Scientific,70.59,46.6,13.58,8.37,2.04
3,300,5578b4053f,Unified Zylaris Council,Scientific,65.41,50.0,11.38,4.03,0.0
3,300,095464621d,Cygnan Commonwealth,Isolationist,72.58,50.0,17.5,5.08,0.0
3,300,22e010a52d,Unified Cygnite Council,Scientific,58.17,32.81,18.11,5.56,1.7
3,300,a987357567,Scientific Thranite Union,Scientific,15.66,0.0,7.46,8.19,0.0
3,300,cf1fb521d7,Allied Sagittarian Systems,Scientific,74.82,50.0,19.72,5.1,0.0
3,300,0895acc0af,Sagittarian Directorate,Industrialist,62.42,50.0,6.07,5.44,0.92
3,300,cd650c58ff,Gamma-sagittariis Directorate,Scientific,68.25,50.0,12.5,5.54,0.21
3,300,208f64f5f9,Scientific Sagittarian Union,Scientific,51.04,27.67,16.37,4.65,2.35
3,300,a03b53100a,Orionex Directorate,Scientific,17.43,0.0,12.02,5.41,0.0
3,300,2640424e04,Unified Aurelan Council,Scientific,13.03,0.0,7.4,5.63,0.0
3,300,ad899b1ed9,The Meran Federation,Scientific,58.95,45.17,5.07,4.54,4.17
3,300,b53d4251d2,Meroid Directorate,Scientific,67.75,50.0,12.0,5.75,0.0
3,300,2b4452e77b,Soloid Directorate,Scientific,74.05,50.0,18.25,5.53,0.27
3,300,7994a1ada7,Unified Bulgan Council,Scientific,50.92,27.89,12.5,6.7,3.83
3,300,2b100070c5,Bulgite Directorate,Scientific,63.2,50.0,7.69,5.51,0.0
3,300,984d4d4161,Consolidated Vesperan Worlds,Scientific,26.5,0.0,21.25,5.25,0.0
3,300,04b742dd38,The Perseian Federation,Scientific,4.5,0.0,0.0,4.5,0.0
3,300,82f9ee8fb4,The Valoid Federation,Industrialist,26.71,0.0,21.48,5.22,0.0
3,300,08d81107e6,Zylarian Directorate,Scientific,34.33,0.0,25.0,9.33,0.0
3,300,38a2dd884c,Allied Sagittariian Systems,Industrialist,20.5,0.0,11.89,8.61,0.0
3,300,1c90d82c80,Cygnian Directorate,Scientific,25.69,0.0,17.33,8.36,0.0
3,300,a067552faf,Consolidated Ian Worlds,Scientific,84.28,50.0,21.08,8.96,4.23
3,300,c6642b2284,Scientific Gaea-is Union,Scientific,38.15,17.87,12.0,8.28,0.0
3,300,a222a74ae8,Zelex Directorate,Scientific,74.23,50.0,18.95,5.05,0.23
3,300,c235dc422c,Scientific Kaeluman Union,Industrialist,72.72,50.0,13.41,8.71,0.6
3,300,9dbca7c528,Unified Vesperari Council,Scientific,72.18,50.0,16.29,5.89,0.0
3,300,f714a79195,Scientific Orionian Union,Scientific,47.76,14.89,23.7,7.22,1.95
3,300,f6221e08e8,Orionian Directorate,Scientific,78.79,50.0,24.0,4.79,0.0
3,300,f0cb6b0a91,Xenoid Directorate,Scientific,66.03,50.0,9.16,5.27,1.61
3,300,609e70586f,Scientific Kaeluman Union,Scientific,60.71,50.0,2.81,7.9,0.0
3,300,a866d8dcfc,Zelis Directorate,Scientific,80.23,50.0,24.5,5.27,0.45
3,300,26a6b7dcc3,Consolidated Valan Worlds,Diplomatic,68.81,50.0,12.5,5.91,0.39
3,300,7be35390be,Scientific Valan Union,Scientific,69.74,50.0,11.25,5.32,3.17
3,300,87f864fe83,Unified Thranari Council,Scientific,57.92,50.0,1.64,5.88,0.41
3,300,3ba7df6ae1,Scientific Thranite Union,Scientific,45.34,27.89,9.17,8.28,0.0
3,300,edb45b6eec,Unified Kaelumoid Council,Scientific,77.85,50.0,23.25,4.52,0.08
3,300,fe5ce1f2b8,Consolidated Kaelumari Worlds,Scientific,77.7,50.0,23.75,3.95,0.0
3,300,a31575c86a,Unified Orionex Council,Scientific,50.58,21.57,22.77,5.3,0.94
3,300,7652ec5c8d,Unified Theta-perseis Council,Scientific,20.37,0.0,15.92,4.45,0.0
3,300,98fbfa35fa,Sigma-orionis Commonwealth,Industrialist,18.49,0.0,10.0,8.49,0.0
3,300,f0ada7121c,Consolidated Solex Worlds,Industrialist,62.79,50.0,6.74,5.19,0.86
3,300,6eb9b1daf2,Scientific Xenite Union,Scientific,51.48,28.19,17.95,5.34,0.0
3,300,07a0027478,The Vesperis Federation,Scientific,73.33,50.0,8.85,7.25,7.23
3,300,187eb0978f,Scientific Merite Union,Scientific,17.27,0.0,11.5,5.77,0.0
3,300,8bd71d17f7,Unified Xenis Council,Scientific,62.45,50.0,5.0,5.91,1.54
3,300,7f4ec7825c,Allied Soloid Systems,Scientific,69.33,50.0,9.0,5.97,4.36
3,300,a1d0ea467a,Unified Meris Council,Scientific,60.25,33.14,21.3,5.81,0.0
3,300,71d820677a,The Zylaran Federation,Scientific,73.05,50.0,9.7,6.09,7.25
3,300,6d2f3e5ed1,Aurelari Directorate,Scientific,43.24,30.9,6.72,5.61,0.01
3,300,3339448f7c,Xenan Directorate,Scientific,82.83,50.0,24.5,8.33,0.0
3,300,be3191b575,Scientific Eta-galacticis Union,Scientific,38.94,18.59,12.0,8.35,0.0
3,300,63f01adf18,Consolidated Galacticite Worlds,Diplomatic,78.27,50.0,17.27,5.81,5.19
3,300,b75dce1421,Allied Bulgite Systems,Industrialist,71.33,50.0,12.5,5.79,3.03
3,300,4c8e6a8540,Allied Bulgan Systems,Scientific,65.6,48.28,11.5,5.82,0.0
3,300,76c64a14d6,Unified Orionoid Council,Scientific,21.93,0.0,16.25,5.68,0.0
3,300,517cb43ce0,Scientific Solan Union,Scientific,70.38,50.0,15.12,5.26,0.0
3,300,d378f96d17,Kaelumian Commonwealth,Scientific,48.53,25.03,15.57,4.98,2.95
3,300,7664b6b371,Orionian Directorate,Scientific,64.92,50.0,8.82,5.52,0.58
3,300,739bb87006,Unified Aurelex Council,Scientific,55.84,50.0,0.27,5.29,0.28
3,300,8853384409,Unified Kaelumex Council,Scientific,10.13,0.0,4.87,5.26,0.0
3,300,bda6417e80,Scientific Persean Union,Scientific,70.41,50.0,11.5,5.7,3.21
3,300,56cd534bb7,The Persean Federation,Scientific,64.49,50.0,5.0,5.4,4.09
3,300,c6e77e6789,Persean Directorate,Scientific,72.94,50.0,17.6,5.34,0.0
3,300,ac4afd4a27,Perseite Directorate,Scientific,70.12,50.0,12.89,5.09,2.14
3,300,778b8b68c3,Scientific Aurelex Union,Scientific,79.23,50.0,24.5,4.73,0.0
3,300,c5213edcba,Scientific Meran Union,Scientific,51.74,17.23,21.35,9.46,3.69
3,300,37b8da7a55,Zylaris Directorate,Scientific,17.99,0.0,11.25,6.74,0.0
3,300,c1803ec34d,Aurelari Directorate,Scientific,25.33,0.0,21.5,3.83,0.0
3,300,d957806d32,Galactician Commonwealth,Isolationist,62.64,50.0,5.13,5.48,2.03
3,300,fcda05fc4e,Unified Sigma-galacticis Council,Scientific,77.13,50.0,21.5,5.63,0.0
3,300,2320e9a617,Galactican Directorate,Scientific,57.67,34.96,12.0,9.44,1.27
3,300,75a58165a0,The Galactican Federation,Isolationist,75.95,50.0,10.57,6.83,8.56
3,300,d5f12251b2,Unified Xenian Council,Scientific,67.26,50.0,12.0,5.26,0.0
3,300,b4221d6e15,Unified Xenis Council,Scientific,67.17,50.0,11.25,5.42,0.5
3,300,b3ddaf54de,Unified Zylarex Council,Scientific,63.33,50.0,8.1,4.73,0.51
3,300,fa8159dac5,Unified Xenian Council,Scientific,63.18,41.51,13.84,6.57,1.26
3,300,02e103d2b6,Dominion of Thranari,Isolationist,77.39,50.0,20.75,5.73,0.9
3,300,b0eb206a08,The Thranis Federation,Industrialist,67.61,50.0,3.09,5.41,9.12
3,300,529174abfd,Unified Meroid Council,Scientific,82.35,50.0,25.0,6.63,0.72
3,300,658cf93cc4,Unified Zylarian Council,Scientific,43.43,17.95,19.02,6.47,0.0
3,300,3b106fa102,Unified Perseian Council,Scientific,55.05,26.45,15.94,8.47,4.19
3,300,cb6235e194,Allied Phi-perseis Systems,Scientific,59.05,50.0,4.54,4.51,0.0
3,300,6a9427ac16,Consolidated Prometheian Worlds,Scientific,26.72,0.0,21.01,5.71,0.0
3,300,094756ff65,Unified Vesperis Council,Industrialist,45.09,27.84,12.0,5.25,0.0
3,300,e07661a882,Aurelari Directorate,Scientific,69.47,50.0,13.33,5.85,0.29
3,300,d340e67e88,Scientific Aurelan Union,Scientific,34.08,0.0,25.0,9.08,0.0
3,300,78635879d1,Scientific Priman Union,Scientific,60.85,30.49,22.15,8.21,0.0
3,300,71f4e16f01,Primite Directorate,Scientific,83.6,50.0,24.65,7.99,0.96
3,300,62149b123f,Scientific Sagittarian Union,Scientific,20.47,0.0,14.68,5.78,0.0
3,300,4c3eb31272,Iota-sagittariis Directorate,Scientific,54.33,27.73,21.41,5.19,0.0
3,300,460d2edc1f,Sagittarian Directorate,Scientific,76.02,50.0,18.25,5.05,2.72
3,300,6c40e5c997,Orionite Directorate,Scientific,73.71,50.0,18.31,5.4,0.0
3,300,ce97697488,Scientific Orionian Union,Scientific,71.32,50.0,15.35,5.94,0.04
3,300,4df0d9ee3b,Scientific Orionite Union,Scientific,47.53,17.41,23.76,6.09,0.27
3,300,5a236efd3f,Beta-bulgis Commonwealth,Scientific,57.95,37.33,12.11,8.5,0.0
3,300,b8c054770f,Beta-bulgis Directorate,Scientific,68.66,50.0,12.5,5.9,0.26
3,300,1bc76d1c73,Consolidated Orionis Worlds,Scientific,19.44,0.0,12.0,7.44,0.0
3,300,1c4722b997,Unified Orionite Council,Scientific,24.89,0.0,16.34,8.54,0.0
3,300,0e67dd57aa,Unified Valis Council,Scientific,70.19,50.0,12.0,5.2,2.99
3,300,88977397af,Zylarex Directorate,Scientific,70.35,50.0,14.62,5.72,0.0
3,300,84a3d643c9,Scientific Orionis Union,Scientific,40.08,22.63,11.16,4.96,1.33
3,300,19190c022d,Allied Zylaris Systems,Industrialist,78.9,50.0,14.78,10.03,4.08
3,300,cadd62d564,Allied Aurelite Systems,Diplomatic,44.43,26.39,12.5,5.53,0.0
3,300,d0016e25b4,The Meran Federation,Scientific,48.88,21.42,21.36,6.1,0.0
3,300,724362e429,Zeloid Commonwealth,Diplomatic,72.53,50.0,12.62,5.14,4.77
3,300,2b478a564d,Aurelian Commonwealth,Industrialist,68.76,50.0,6.5,5.56,6.71
3,300,999c5041c4,Scientific Aureliis Union,Scientific,70.84,50.0,14.59,6.25,0.0
3,300,06f00def5a,Scientific Aureliite Union,Scientific,59.4,29.91,21.18,6.0,2.3
3,300,23582772c8,Orionite Directorate,Scientific,23.72,0.0,18.22,5.5,0.0
3,300,61397f1d85,Solari Directorate,Scientific,64.92,50.0,9.79,4.86,0.27
3,300,ca40b2e629,Scientific Solex Union,Scientific,68.48,50.0,9.29,4.58,4.61
3,300,80d9c3cc28,Vesperian Directorate,Scientific,44.62,27.6,11.35,5.67,0.0
3,300,bcfcfb49cf,Scientific Thranex Union,Scientific,16.6,0.0,9.06,7.54,0.0
3,300,9568bafb15,Chi-bulgis Directorate,Scientific,64.7,50.0,8.88,4.75,1.07
3,300,47e406daef,Bulgian Directorate,Scientific,38.66,22.15,12.0,4.5,0.0
3,300,ad47c2dda3,Bulgite Commonwealth,Scientific,65.92,50.0,3.11,5.53,7.28
3,300,096fc37df4,Scientific Vesperoid Union,Scientific,18.4,0.0,12.98,5.42,0.0
3,300,0b6029ea29,Scientific Vesperis Union,Scientific,63.29,50.0,7.04,5.27,0.97
3,300,0ed21e60e5,Orionan Directorate,Scientific,66.56,50.0,11.5,5.06,0.0
3,300,5a9f1f61c7,Scientific Merex Union,Scientific,61.68,40.65,12.5,8.06,0.47
3,300,02fd90e690,Allied Meris Systems,Scientific,68.87,50.0,10.53,6.13,2.21
3,300,3557fb1c6f,Allied Kaelumex Systems,Militaristic,84.41,50.0,25.0,8.09,1.33
3,300,61550040fc,Unified Aurelian Council,Scientific,67.66,50.0,12.0,5.43,0.24
3,300,f0fcb8f048,The Valari Federation,Scientific,61.92,38.76,17.5,5.2,0.46
3,300,691ec52085,The Zelian Federation,Scientific,67.69,50.0,11.5,6.19,0.0
3,300,9a629191f0,Allied Orionan Systems,Scientific,28.08,0.0,20.1,7.99,0.0
3,300,33e625a829,Aureloid Directorate,Scientific,41.93,25.1,12.5,4.33,0.0
3,300,b91403ddc4,Consolidated Merari Worlds,Scientific,72.48,50.0,10.22,7.88,4.37
3,300,71073d1e77,Scientific Xenex Union,Scientific,32.32,0.0,24.5,7.82,0.0
3,300,58a2b00e32,Consolidated Persean Worlds,Explorer,55.73,34.38,13.75,4.93,2.67
3,300,03fca7f787,Perseian Commonwealth,Scientific,64.98,50.0,9.36,5.6,0.03
3,300,939c53fc68,Scientific Perseian Union,Scientific,64.59,50.0,8.96,5.63,0.0
3,300,dc652af4e1,Cygnan Commonwealth,Scientific,64.5,50.0,9.0,5.41,0.09
3,300,98e5a44c50,Cygnan Directorate,Scientific,64.58,39.17,20.6,4.81,0.0
3,300,e1017ed35e,Cygnan Directorate,Scientific,75.54,50.0,18.88,6.05,0.61
3,300,ee6f8a466e,Cygnian Commonwealth,Isolationist,63.77,50.0,4.82,6.34,2.61
3,300,bc259c8444,Scientific Kaelumian Union,Scientific,79.25,50.0,19.22,8.51,1.52
3,300,fc41667c54,Kaeluman Directorate,Scientific,57.53,25.28,24.01,8.24,0.0
3,300,b4e38b5ba0,Scientific Bulgian Union,Scientific,19.82,0.0,12.0,7.82,0.0
3,300,ed8eb43829,Omega-bulgis Directorate,Scientific,74.9,50.0,19.65,5.22,0.03
3,300,2d7a6c7193,Unified Omega-bulgis Council,Scientific,63.35,35.69,21.9,5.54,0.23
3,300,c4d87c45ee,Unified Bulgite Council,Scientific,62.06,50.0,5.75,5.76,0.55
3,300,62a7129a59,Unified Bulgian Council,Scientific,81.01,50.0,24.5,6.2,0.31
3,300,1e3994853e,Consolidated Thranian Worlds,Scientific,77.08,50.0,21.23,5.65,0.2
3,300,b28f9ec7d4,Scientific Thranari Union,Scientific,60.42,39.13,14.96,6.31,0.03
3,300,634ad45f7e,Scientific Aurelan Union,Scientific,74.22,50.0,15.22,6.1,2.9
3,300,75912c8e4c,Kaelumari Directorate,Scientific,64.58,50.0,8.43,5.72,0.43
3,300,d07bc4ae63,Scientific Valian Union,Industrialist,16.62,0.0,11.25,5.37,0.0
3,300,9696ce2491,Scientific Vesperari Union,Scientific,26.04,0.0,20.76,5.28,0.0
3,300,7036dbff3e,Scientific Orionite Union,Scientific,60.74,28.18,25.0,5.36,2.2
3,300,c98968025a,Orionan Directorate,Scientific,59.32,45.98,7.2,6.14,0.0
3,300,9d449a31b9,Consolidated Omega-cygnis Worlds,Industrialist,22.33,0.0,17.5,4.83,0.0
3,300,12f8de3472,Thranari Commonwealth,Industrialist,26.32,0.0,16.41,9.91,0.0
3,300,afc6771a1e,Unified Xenoid Council,Scientific,69.04,50.0,8.75,7.92,2.37
3,300,55c2a4dc5e,Thranari Commonwealth,Scientific,77.09,50.0,17.99,9.02,0.07
3,300,3779c3fe76,Unified Zelian Council,Scientific,58.21,29.74,21.27,5.17,2.03
3,300,cd01ef6fd0,Scientific Merari Union,Scientific,60.54,50.0,5.39,5.15,0.0
3,300,63803c4eb1,Unified Zelari Council,Scientific,52.73,28.8,15.59,6.06,2.28
3,300,20dcee6871,Unified Valoid Council,Scientific,42.7,20.37,16.15,6.19,0.0
3,300,53856bd8ca,Allied Sagittariian Systems,Scientific,28.43,0.0,22.68,5.75,0.0
3,300,da38a63176,Unified Orionis Council,Scientific,23.6,8.68,7.23,7.04,0.66
3,300,8196db66b3,Scientific Thranan Union,Scientific,76.76,50.0,20.75,6.01,0.0
3,300,f004cb791e,Scientific Perseian Union,Scientific,30.95,0.0,23.11,7.84,0.0
3,300,15955262e1,Aurelian Directorate,Scientific,17.78,0.0,12.34,5.43,0.0
3,300,c3662e3808,Unified Sagittariite Council,Scientific,10.54,0.0,6.42,4.12,0.0
3,300,7dc225fd37,Consolidated Orionian Worlds,Scientific,29.56,0.0,24.5,5.06,0.0
3,300,373ea01e5c,Consolidated Zylaris Worlds,Scientific,18.47,0.0,12.07,6.4,0.0
3,300,17fee1a6ac,The Thranite Federation,Scientific,17.59,0.0,9.5,8.09,0.0
3,300,66d46fcd47,Consolidated Orionite Worlds,Diplomatic,4.3,0.0,0.0,4.3,0.0
3,300,dffeed89fb,Chi-bulgis Directorate,Scientific,52.61,28.41,15.42,5.5,3.27
3,300,cd3cb2af45,The Chi-bulgis Federation,Scientific,69.55,50.0,12.95,6.61,0.0
3,300,5d262aaec3,Consolidated Xenite Worlds,Diplomatic,75.65,50.0,18.72,5.37,1.57
3,300,db6da7e17a,Orionis Directorate,Scientific,76.94,50.0,20.85,5.53,0.56
3,300,73573955bb,Orionite Directorate,Scientific,58.52,33.0,19.84,5.68,0.0
3,300,f2bbbfc167,Bulgan Commonwealth,Diplomatic,64.95,50.0,5.6,5.36,3.98
3,300,f929aa33ac,Bulgian Commonwealth,Scientific,76.58,50.0,14.59,6.07,5.92
3,300,28d83c4b42,Scientific Bulgite Union,Scientific,60.22,35.49,20.75,3.98,0.0
3,300,0ddd78edbb,The Delta-bulgis Federation,Diplomatic,74.07,50.0,14.28,5.79,4.0
3,300,d7ec4d3018,Thranan Directorate,Scientific,78.62,48.61,24.0,5.22,0.79
3,300,adc1c77061,Unified Thranis Council,Scientific,59.57,36.81,17.64,5.13,0.0
3,300,931aa9655e,Orionite Directorate,Scientific,68.72,50.0,12.5,4.85,1.37
3,300,df2f64c1a1,Unified Valari Council,Scientific,49.03,25.02,18.85,5.16,0.0
3,300,f27ca4fefa,Scientific Aurelite Union,Scientific,71.46,50.0,15.6,5.53,0.33
3,300,a7f6005fd2,Republic of Meroid,Scientific,29.65,0.0,24.5,5.15,0.0
3,300,4164b650a3,Unified Zylarite Council,Scientific,34.89,11.81,19.37,3.71,0.0
3,300,340ef3ab81,The Thranari Federation,Industrialist,85.51,50.0,21.5,5.08,8.93
3,300,7ba9deb67e,Consolidated Xenoid Worlds,Scientific,18.84,0.0,12.86,5.97,0.0
3,300,785ce4730c,Unified Xenan Council,Scientific,70.59,50.0,14.27,5.44,0.87
3,300,7135e43d15,Consolidated Valoid Worlds,Isolationist,54.62,30.64,14.19,9.36,0.43
3,300,dbf06f7273,Orionite Directorate,Scientific,77.64,50.0,20.75,5.07,1.82
3,300,8f64eb0a84,Vesperan Commonwealth,Industrialist,60.88,50.0,6.24,4.64,0.0
3,300,c87f4b2d09,Consolidated Zelite Worlds,Industrialist,13.93,0.0,8.75,5.17,0.0
3,300,c59e7444f5,Meran Commonwealth,Scientific,71.61,50.0,16.11,5.51,0.0
3,300,111ab1a74e,Unified Meris Council,Scientific,72.17,50.0,14.41,5.08,2.69
3,300,762d1b3438,Unified Merian Council,Scientific,56.15,28.66,22.32,4.7,0.47
3,300,41e5776038,Unified Orionan Council,Scientific,75.95,50.0,19.85,6.11,0.0
3,300,11c4291fc3,Vesperite Commonwealth,Scientific,59.44,50.0,3.72,5.55,0.18
3,300,c8c30fa0a1,Orionan Directorate,Scientific,51.18,36.33,9.03,5.49,0.32
3,300,41a9345e47,The Aurelian Federation,Isolationist,70.69,50.0,13.75,6.6,0.34
3,300,6edc6616b2,Scientific Galacticite Union,Scientific,44.36,27.72,12.06,4.58,0.0
3,300,82b29167c3,Galactican Directorate,Scientific,65.05,50.0,8.75,5.65,0.65
3,300,cbdac2fac3,Scientific Zylarex Union,Scientific,25.16,0.0,21.25,3.91,0.0
3,300,9891e1dd90,Scientific Kaelumari Union,Scientific,40.06,23.39,11.5,5.17,0.0
3,300,5087e1422a,Unified Zeloid Council,Scientific,70.84,50.0,10.14,8.5,2.2
3,300,5d94c085f5,Allied Valis Systems,Scientific,17.06,0.0,11.5,5.56,0.0
3,300,cc71651dca,Unified Solex Council,Scientific,18.72,0.0,10.37,8.34,0.0
3,300,b7f420628f,Consolidated Iota-perseis Worlds,Diplomatic,20.74,0.0,15.92,4.82,0.0
3,300,1a2a63b5eb,Allied Thranian Systems,Isolationist,65.43,50.0,8.3,5.93,1.2
3,300,9eeb4737e9,Unified Merite Council,Scientific,32.61,20.01,7.17,5.42,0.0
3,300,8e17c1b492,Solex Commonwealth,Diplomatic,71.37,50.0,12.0,5.45,3.93
3,300,35e0e185b7,Scientific Valan Union,Scientific,38.4,18.79,13.84,5.77,0.0
3,300,15c488fdb9,Unified Vesperite Council,Scientific,63.0,48.11,9.95,4.94,0.0
